"empleado_id","mes_snapshot","activo","nombre","genero","edad","fecha_nacimiento","fecha_ingreso","antiguedad_meses","fecha_salida","motivo_salida","area","subarea","puesto","nivel_jerarquico","categoria_collar","manager_id","manager_nombre","span_of_control","es_posicion_critica","meses_hasta_jubilacion","años_en_puesto_actual","rating_performance","es_top_performer","unidades_producidas","tasa_scrap_porcentaje","eficiencia_vs_target","dias_perdidos_scrap","salario_base_mensual","horas_extra","costo_horas_extra","bonus_anual","ultimo_aumento_porcentaje","meses_desde_ultimo_aumento","horas_trabajadas","dias_ausente","dias_licencia_medica","incidentes_seguridad_count","turno_trabajo","duracion_turno_horas","horas_training_mes","horas_training_acumulado_año","ultimo_training_fecha","dias_time_to_fill","fuente_reclutamiento","apellido","nombre_completo"
1000,"2024-11-01",True,"Teresa Carmen","F",62,"1962-06-15","2012-01-01",154,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1129","Daniel Pablo Mancini",0,True,25,"12.8",3,False,"1032","3.21","90.17","1.0","1585019.40","15.8","212896.92","2543680.08","0.00",2,"172.0","0.0",0,0,"Noche","9.0",0,224,"2024-09-20",NULL,NULL,"Gil","Teresa Carmen Gil"
1000,"2024-12-01",True,"Teresa Carmen","F",63,"1962-06-15","2012-01-01",155,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1129","Daniel Pablo Mancini",0,True,24,"12.9",3,False,"984","2.62","107.90","1.0","1604039.64","15.0","204515.05",NULL,"0.00",0,"127.0","4.0",0,0,"Noche","9.0",0,224,"2024-09-20",NULL,NULL,"Gil","Teresa Carmen Gil"
1000,"2025-01-01",True,"Teresa Carmen","F",63,"1962-06-15","2012-01-01",156,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1129","Daniel Pablo Mancini",0,True,22,"13.0",4,False,"1081","2.92","107.62","1.0","1623288.12","12.4","170998.65",NULL,"0.00",1,"128.0","3.0",0,0,"Noche","9.0",0,0,"2024-09-20",NULL,NULL,"Gil","Teresa Carmen Gil"
1000,"2025-02-01",True,"Teresa Carmen","F",63,"1962-06-15","2012-01-01",157,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1129","Daniel Pablo Mancini",0,True,22,"13.1",4,False,"895","2.68","87.07","1.0","1642767.57","13.4","187331.51",NULL,"0.00",2,"158.0","2.0",0,0,"Noche","9.0",0,0,"2024-09-20",NULL,NULL,"Gil","Teresa Carmen Gil"
1000,"2025-03-01",True,"Teresa Carmen","F",63,"1962-06-15","2012-01-01",158,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1129","Daniel Pablo Mancini",0,True,21,"13.2",4,False,"993","2.72","97.90","1.0","1887774.00","9.8","158315.59",NULL,"10.90",0,"168.0","0.0",0,0,"Noche","9.0",0,0,"2024-09-20",NULL,NULL,"Gil","Teresa Carmen Gil"
1000,"2025-04-01",False,"Teresa Carmen","F",63,"1962-06-15","2012-01-01",159,"2025-04-07","Fin de contrato","Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1129","Daniel Pablo Mancini",0,True,19,"13.2",4,False,"981","2.71","87.82","1.0","1682430.54","15.4","220245.45",NULL,"10.90",1,"172.0","0.0",0,0,"Noche","9.0",0,0,"2024-09-20",NULL,NULL,"Gil","Teresa Carmen Gil"
1001,"2024-01-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",167,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",16,True,132,"13.9",3,False,"1019","1.43","106.46","0.0","7633160.88","7.4","481409.58",NULL,"0.00",1,"168.0","1.0",0,0,"Administrativo","8.0",0,0,NULL,"53.00","Headhunter","Barbieri","Damián Daniel Barbieri"
1001,"2024-02-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",168,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",16,True,131,"13.9",3,False,"999","1.43","106.46","0.0","7633160.88","7.1","461892.97",NULL,"0.00",2,"160.0","0.0",0,0,"Administrativo","8.0",0,0,NULL,"53.00","Headhunter","Barbieri","Damián Daniel Barbieri"
1001,"2024-03-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",169,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",16,True,130,"14.1",3,False,"944","1.44","89.89","0.0","8006200.56","2.4","163763.19",NULL,"0.00",5,"172.0","0.0",0,0,"Administrativo","8.0",0,0,NULL,NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1001,"2024-04-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",171,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",8,True,127,"14.2",3,False,"921","1.77","93.36","0.0","8199502.29","6.1","426280.94",NULL,"7.80",0,"165.0","1.0",0,0,"Administrativo","8.0",0,0,NULL,NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1001,"2024-05-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",172,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",7,True,127,"14.3",1,False,"1064","1.43","91.86","0.0","8397471.06","7.2","515299.36",NULL,"7.80",2,"161.0","2.0",0,0,"Administrativo","8.0",0,0,NULL,NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1001,"2024-06-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",173,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",7,True,126,"14.4",3,False,"951","6.42","93.98","0.0","8600219.61","3.8","278529.84",NULL,"7.80",5,"180.0","0.0",0,0,"Administrativo","8.0",0,0,NULL,NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1001,"2024-07-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",174,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",7,True,124,"14.5",3,False,"1037","3.62","112.60","0.0","8807863.29","6.7","502949.01",NULL,"7.80",6,"177.0","0.0",0,0,"Administrativo","8.0",48,96,NULL,NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1001,"2024-08-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",175,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",7,True,124,"14.6",4,False,"1000","2.87","109.86","0.0","9020520.36","6.1","468964.55",NULL,"0.00",0,"165.0","1.0",0,0,"Administrativo","8.0",0,96,NULL,NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1001,"2024-09-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",176,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",6,True,123,"14.7",4,False,"878","1.72","101.91","0.0","9238311.81","5.6","440919.43",NULL,"0.00",2,"174.0","1.0",0,0,"Administrativo","8.0",0,96,NULL,NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1001,"2024-10-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",177,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",6,True,121,"14.8",3,False,"1063","1.90","95.98","0.0","9461361.60","7.5","604774.53",NULL,"0.00",4,"160.0","2.0",0,0,"Administrativo","8.0",0,96,NULL,NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1001,"2024-11-01",True,"Damián Daniel","M",54,"1970-03-15","2010-01-01",178,NULL,NULL,"Dirección","Gerencia General","Plant Manager",5,"White",NULL,"Mónica Claudia Romero",6,True,121,"14.8",2,False,"1000","1.42","104.57","0.0","9689796.72","0.9","74325.15","10879925.70","0.00",6,"165.0","2.0",0,0,"Administrativo","8.0",0,96,NULL,NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1001,"2024-12-01",False,"Damián Daniel","M",55,"1970-03-15","2010-01-01",179,"2024-12-12","Despido","Dirección","Gerencia General","Plant Manager",5,"White",NULL,NULL,5,True,120,"14.9",4,False,NULL,NULL,NULL,"0.0","9806074.26","4.6","384442.68",NULL,"0.00",0,"160.0","2.0",0,0,"Administrativo","8.0",0,96,"2024-07-15",NULL,NULL,"Barbieri","Damián Daniel Barbieri"
1002,"2024-01-01",True,"Paola","F",29,"1995-06-15","2021-12-31",24,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,432,"2.0",3,False,"1044","1.64","100.32","0.0","1408827.60","13.6","163295.93",NULL,"0.00",1,"169.0","1.0",0,0,"Tarde","8.0",0,0,NULL,"55.00","Feria empleo","Ramos","Paola Ramos"
1002,"2024-02-01",True,"Paola","F",29,"1995-06-15","2021-12-31",25,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,431,"2.0",3,False,"1005","1.64","100.32","0.0","1408827.60","13.5","162095.22",NULL,"0.00",2,"144.0","2.0",0,0,"Tarde","8.0",0,0,NULL,"55.00","Feria empleo","Ramos","Paola Ramos"
1002,"2024-03-01",True,"Paola","F",29,"1995-06-15","2021-12-31",25,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,429,"2.1",3,False,"1019","1.81","89.60","0.0","1482165.00","8.7","110151.81",NULL,"6.50",0,"164.0","1.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ramos","Paola Ramos"
1002,"2024-04-01",True,"Paola","F",29,"1995-06-15","2021-12-31",27,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,428,"2.2",3,False,"988","2.00","107.69","0.0","1460156.43","11.5","143360.81",NULL,"6.50",2,"172.0","0.0",0,0,"Tarde","8.0",120,120,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2024-05-01",True,"Paola","F",29,"1995-06-15","2021-12-31",28,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,426,"2.3",4,False,"1074","1.42","98.03","0.0","1477678.32","11.2","141051.11",NULL,"6.50",3,"181.0","0.0",0,0,"Tarde","8.0",0,120,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2024-06-01",True,"Paola","F",29,"1995-06-15","2021-12-31",29,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,426,"2.4",4,False,"1015","3.62","85.18","1.0","1609986.00","12.8","175634.84",NULL,"8.60",0,"181.0","0.0",0,0,"Tarde","8.0",0,120,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2024-07-01",True,"Paola","F",29,"1995-06-15","2021-12-31",30,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,425,"2.5",5,True,"1037","3.51","94.84","1.0","1513355.37","14.7","189857.31",NULL,"8.60",1,"160.0","0.0",0,0,"Tarde","8.0",0,120,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2024-08-01",True,"Paola","F",29,"1995-06-15","2021-12-31",31,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,423,"2.6",3,False,"999","4.07","93.94","1.0","1531515.63","11.4","148278.56",NULL,"8.60",2,"178.0","0.0",0,0,"Tarde","8.0",0,120,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2024-09-01",True,"Paola","F",29,"1995-06-15","2021-12-31",32,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,423,"2.7",4,False,"994","1.30","93.06","0.0","1549893.84","13.3","175419.80",NULL,"0.00",0,"179.0","1.0",0,0,"Tarde","8.0",0,120,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2024-10-01",True,"Paola","F",29,"1995-06-15","2021-12-31",33,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,422,"2.8",4,False,"1001","1.71","111.70","0.0","1568492.55","7.0","93574.84",NULL,"0.00",1,"168.0","1.0",0,0,"Tarde","8.0",0,120,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2024-11-01",True,"Paola","F",29,"1995-06-15","2021-12-31",34,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,420,"2.8",4,False,"1010","1.46","100.56","0.0","1587314.46","14.6","198053.55","2152672.29","0.00",2,"165.0","1.0",0,0,"Tarde","8.0",0,120,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2024-12-01",True,"Paola","F",30,"1995-06-15","2021-12-31",35,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,420,"2.9",3,False,"942","1.63","107.58","0.0","1606362.24","8.1","110893.76",NULL,"0.00",0,"162.0","0.0",0,0,"Tarde","8.0",0,120,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2025-01-01",True,"Paola","F",30,"1995-06-15","2021-12-31",36,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,419,"3.0",5,True,"928","1.25","99.23","0.0","1625638.59","15.5","215027.65",NULL,"0.00",1,"174.0","1.0",0,0,"Tarde","8.0",0,0,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2025-02-01",True,"Paola","F",30,"1995-06-15","2021-12-31",37,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,417,"3.1",3,False,"898","1.62","97.54","0.0","1645146.24","9.6","134602.87",NULL,"0.00",2,"167.0","1.0",0,0,"Tarde","8.0",0,0,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2025-03-01",True,"Paola","F",30,"1995-06-15","2021-12-31",38,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,417,"3.2",4,False,"1048","1.36","88.04","0.0","1742526.00","7.9","117323.48",NULL,"8.20",0,"166.0","1.0",0,0,"Tarde","8.0",0,0,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2025-04-01",True,"Paola","F",30,"1995-06-15","2021-12-31",39,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,416,"3.2",3,False,"1050","1.60","108.37","0.0","1684866.66","15.4","221713.14",NULL,"8.20",1,"160.0","2.0",0,0,"Tarde","8.0",0,0,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1002,"2025-05-01",True,"Paola","F",30,"1995-06-15","2021-12-31",40,NULL,NULL,"Estampado","Prensas Grandes","Técnico Setup",1,"Blue","1131","Valentina Sandra Gallardo",0,False,414,"3.3",4,False,"960","1.36","98.75","0.0","1705085.07","10.7","155782.77",NULL,"8.20",2,"169.0","1.0",0,0,"Tarde","8.0",0,0,"2024-04-30",NULL,NULL,"Ramos","Paola Ramos"
1003,"2024-01-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",120,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,468,"10.0",4,False,"982","1.41","95.18","0.0","1393453.11","13.9","165314.21",NULL,"0.00",1,"173.0","0.0",0,0,"Tarde","8.0",0,0,NULL,"20.00","Portal empleo","Ledesma","Paula Silvia Ledesma"
1003,"2024-02-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",121,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,467,"10.0",4,False,"991","1.41","95.18","0.0","1393453.11","13.7","162701.49",NULL,"0.00",2,"160.0","0.0",0,0,"Tarde","8.0",0,0,NULL,"20.00","Portal empleo","Ledesma","Paula Silvia Ledesma"
1003,"2024-03-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",121,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,465,"10.1",2,False,"887","2.21","99.36","0.0","1467786.00","12.6","157119.82",NULL,"6.60",0,"159.0","2.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2024-04-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",123,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,464,"10.2",3,False,"869","1.76","91.57","0.0","1444221.81","12.6","155582.08",NULL,"6.60",2,"153.0","2.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2024-05-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",124,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,462,"10.3",2,False,"954","1.78","85.14","0.0","1461552.48","9.8","122072.85",NULL,"6.60",3,"156.0","2.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2024-06-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",125,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,462,"10.4",4,False,"1028","3.82","90.85","1.0","1620501.00","10.5","144740.20",NULL,"10.40",0,"161.0","2.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2024-07-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",126,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,461,"10.5",4,False,"1052","3.74","114.43","1.0","1496840.19","12.3","157168.22",NULL,"10.40",1,"148.0","2.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2024-08-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",127,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,459,"10.6",3,False,"1016","3.50","90.32","1.0","1514802.27","10.6","136332.20",NULL,"10.40",2,"172.0","1.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2024-09-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",128,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,459,"10.7",4,False,"1022","1.20","99.49","0.0","1532979.90","4.8","62712.81",NULL,"0.00",0,"171.0","1.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2024-10-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",129,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,458,"10.8",4,False,"945","1.16","97.06","0.0","1551375.66","10.3","136450.54",NULL,"0.00",1,"176.0","0.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2024-11-01",True,"Paula Silvia","F",26,"1998-06-15","2013-12-31",130,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,456,"10.8",4,False,"906","1.32","86.65","0.0","1569992.16","8.5","113467.62","3134259.87","0.00",2,"180.0","0.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2024-12-01",True,"Paula Silvia","F",27,"1998-06-15","2013-12-31",131,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,456,"10.9",4,False,"1013","1.34","85.16","0.0","1588832.07","9.9","134328.53",NULL,"0.00",0,"163.0","0.0",0,0,"Tarde","8.0",0,0,NULL,NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2025-01-01",True,"Paula Silvia","F",27,"1998-06-15","2013-12-31",132,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,455,"11.0",5,True,"923","0.95","101.92","0.0","1607898.06","9.7","132925.66",NULL,"0.00",1,"178.0","0.0",0,0,"Tarde","8.0",88,88,"2025-01-22",NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2025-02-01",True,"Paula Silvia","F",27,"1998-06-15","2013-12-31",133,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,453,"11.1",4,False,"970","1.37","97.22","0.0","1627192.83","7.9","109558.15",NULL,"0.00",2,"174.0","0.0",0,0,"Tarde","8.0",0,88,"2025-01-22",NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2025-03-01",True,"Paula Silvia","F",27,"1998-06-15","2013-12-31",134,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,453,"11.2",2,False,"1078","1.98","90.08","0.0","1719744.00","10.6","155949.51",NULL,"6.10",0,"137.0","3.0",0,0,"Tarde","8.0",0,88,"2025-01-22",NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2025-04-01",True,"Paula Silvia","F",27,"1998-06-15","2013-12-31",135,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,452,"11.2",3,False,"1022","1.55","85.66","0.0","1666479.78","12.5","177252.85",NULL,"6.10",1,"151.0","1.0",0,0,"Tarde","8.0",0,88,"2025-01-22",NULL,NULL,"Ledesma","Paula Silvia Ledesma"
1003,"2025-05-01",True,"Paula Silvia","F",27,"1998-06-15","2013-12-31",136,NULL,NULL,"Estampado","Prensas Grandes","Operario de Prensa",1,"Blue","1132","Luna Beatriz Rojas",0,False,450,"11.3",4,False,"977","1.31","90.49","0.0","1686477.54","11.4","163281.69",NULL,"6.10",2,"159.0","2.0",0,0,"Tarde","8.0",0,88,"2025-01-22",NULL,NULL,"Ledesma","Paula Silvia Ledesma"
