"evento_id","empleado_id","fecha_evento","mes_evento","tipo_evento","subtipo_evento","severidad","dias_perdidos","parte_cuerpo_afectada","turno_evento","hora_evento","descripcion_detalle","accion_correctiva","dias_time_to_fill","costo_estimado","area_empleado","puesto_empleado","antiguedad_meses_evento"
8539,1612,"2024-04-20","2024-04","contratacion","Contratación Soldador Junior","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Carlos Ruiz como Soldador Junior en Ensamble",NULL,"60.0","150000.00","Ensamble","Soldador Junior",0
8540,1612,"2024-04-21","2024-04","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Carlos Ruiz",NULL,"0.0","50000.00","Ensamble","Soldador Junior",0
8541,1613,"2024-05-01","2024-05","contratacion","Contratación Soldador Junior","info",0,NULL,"Tarde","09:00:00","Nueva contratación: José Díaz como Soldador Junior en Ensamble",NULL,"56.0","150000.00","Ensamble","Soldador Junior",0
8542,1613,"2024-05-02","2024-05","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para José Díaz",NULL,"0.0","50000.00","Ensamble","Soldador Junior",0
8543,1614,"2024-05-10","2024-05","contratacion","Contratación Mecánico Junior","info",0,NULL,"Rotativo","09:00:00","Nueva contratación: Pedro Castro como Mecánico Junior en Mantenimiento Mecánico",NULL,"81.0","150000.00","Mantenimiento Mecánico","Mecánico Junior",0
8544,1614,"2024-05-11","2024-05","onboarding","Proceso de Inducción","info",0,NULL,"Rotativo","08:00:00","Inicio proceso de onboarding para Pedro Castro",NULL,"0.0","50000.00","Mantenimiento Mecánico","Mecánico Junior",0
8545,1615,"2024-05-15","2024-05","contratacion","Contratación Mecánico Junior","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Patricia Ortiz como Mecánico Junior en Mantenimiento Mecánico",NULL,"79.0","150000.00","Mantenimiento Mecánico","Mecánico Junior",0
8546,1615,"2024-05-16","2024-05","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Patricia Ortiz",NULL,"0.0","50000.00","Mantenimiento Mecánico","Mecánico Junior",0
8547,1616,"2024-05-20","2024-05","contratacion","Contratación Operario Ensamble","info",0,NULL,"Noche","09:00:00","Nueva contratación: Gabriel López como Operario Ensamble en Ensamble",NULL,"29.0","150000.00","Ensamble","Operario Ensamble",0
8548,1616,"2024-05-21","2024-05","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Gabriel López",NULL,"0.0","50000.00","Ensamble","Operario Ensamble",0
8549,1617,"2024-06-01","2024-06","contratacion","Contratación Operario Prensa","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Daniela Silva como Operario Prensa en Estampado",NULL,"28.0","150000.00","Estampado","Operario Prensa",0
8550,1617,"2024-06-02","2024-06","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Daniela Silva",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8551,1618,"2024-06-10","2024-06","contratacion","Contratación Operario Prensa","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Gabriel Martínez como Operario Prensa en Estampado",NULL,"33.0","150000.00","Estampado","Operario Prensa",0
8552,1618,"2024-06-11","2024-06","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Gabriel Martínez",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8553,1619,"2024-06-15","2024-06","contratacion","Contratación Soldador Junior","info",0,NULL,"Mañana","09:00:00","Nueva contratación: María Martínez como Soldador Junior en Ensamble",NULL,"48.0","150000.00","Ensamble","Soldador Junior",0
8554,1619,"2024-06-16","2024-06","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para María Martínez",NULL,"0.0","50000.00","Ensamble","Soldador Junior",0
8555,1620,"2024-06-20","2024-06","contratacion","Contratación Soldador Junior","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Miguel Ramos como Soldador Junior en Ensamble",NULL,"59.0","150000.00","Ensamble","Soldador Junior",0
8556,1620,"2024-06-21","2024-06","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Miguel Ramos",NULL,"0.0","50000.00","Ensamble","Soldador Junior",0
8557,1621,"2024-07-01","2024-07","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Daniel Herrera como Inspector de Calidad en Calidad",NULL,"36.0","150000.00","Calidad","Inspector de Calidad",0
8558,1621,"2024-07-02","2024-07","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Daniel Herrera",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8559,1622,"2024-07-05","2024-07","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Claudia Herrera como Inspector de Calidad en Calidad",NULL,"34.0","150000.00","Calidad","Inspector de Calidad",0
8560,1622,"2024-07-06","2024-07","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Claudia Herrera",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8561,1623,"2024-07-10","2024-07","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Noche","09:00:00","Nueva contratación: Roberto Alvarez como Inspector de Calidad en Calidad",NULL,"31.0","150000.00","Calidad","Inspector de Calidad",0
8562,1623,"2024-07-11","2024-07","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Roberto Alvarez",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8563,1624,"2024-07-15","2024-07","contratacion","Contratación Analista de Calidad","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Andrea Sánchez como Analista de Calidad en Calidad",NULL,"40.0","150000.00","Calidad","Analista de Calidad",0
8564,1624,"2024-07-16","2024-07","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Andrea Sánchez",NULL,"0.0","50000.00","Calidad","Analista de Calidad",0
8565,1625,"2024-08-01","2024-08","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Rotativo","09:00:00","Nueva contratación: Carlos Ortiz como Inspector de Calidad en Calidad",NULL,"40.0","150000.00","Calidad","Inspector de Calidad",0
8566,1625,"2024-08-02","2024-08","onboarding","Proceso de Inducción","info",0,NULL,"Rotativo","08:00:00","Inicio proceso de onboarding para Carlos Ortiz",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8567,1626,"2024-08-10","2024-08","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Daniela Moreno como Inspector de Calidad en Calidad",NULL,"42.0","150000.00","Calidad","Inspector de Calidad",0
8568,1626,"2024-08-11","2024-08","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Daniela Moreno",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8569,1627,"2024-08-15","2024-08","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Pablo Jiménez como Inspector de Calidad en Calidad",NULL,"37.0","150000.00","Calidad","Inspector de Calidad",0
8570,1627,"2024-08-16","2024-08","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Pablo Jiménez",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8571,1628,"2024-09-01","2024-09","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Noche","09:00:00","Nueva contratación: Carmen Ruiz como Inspector de Calidad en Calidad",NULL,"38.0","150000.00","Calidad","Inspector de Calidad",0
8572,1628,"2024-09-02","2024-09","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Carmen Ruiz",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8573,1629,"2024-07-20","2024-07","contratacion","Contratación Operario Prensa","info",0,NULL,"Noche","09:00:00","Nueva contratación: Pablo Herrera como Operario Prensa en Estampado",NULL,"28.0","150000.00","Estampado","Operario Prensa",0
8574,1629,"2024-07-21","2024-07","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Pablo Herrera",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8575,1630,"2024-08-05","2024-08","contratacion","Contratación Operario Ensamble","info",0,NULL,"Noche","09:00:00","Nueva contratación: Miguel Moreno como Operario Ensamble en Ensamble",NULL,"33.0","150000.00","Ensamble","Operario Ensamble",0
8576,1630,"2024-08-06","2024-08","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Miguel Moreno",NULL,"0.0","50000.00","Ensamble","Operario Ensamble",0
8577,1631,"2024-08-20","2024-08","contratacion","Contratación Operario Pintura","info",0,NULL,"Noche","09:00:00","Nueva contratación: Valentina Sánchez como Operario Pintura en Pintura",NULL,"34.0","150000.00","Pintura","Operario Pintura",0
8578,1631,"2024-08-21","2024-08","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Valentina Sánchez",NULL,"0.0","50000.00","Pintura","Operario Pintura",0
8579,1632,"2024-09-05","2024-09","contratacion","Contratación Operario Prensa","info",0,NULL,"Noche","09:00:00","Nueva contratación: Miguel Alvarez como Operario Prensa en Estampado",NULL,"28.0","150000.00","Estampado","Operario Prensa",0
8580,1632,"2024-09-06","2024-09","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Miguel Alvarez",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8581,1633,"2024-09-15","2024-09","contratacion","Contratación Operario Ensamble","info",0,NULL,"Noche","09:00:00","Nueva contratación: Gabriel Silva como Operario Ensamble en Ensamble",NULL,"31.0","150000.00","Ensamble","Operario Ensamble",0
8582,1633,"2024-09-16","2024-09","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Gabriel Silva",NULL,"0.0","50000.00","Ensamble","Operario Ensamble",0
8583,1634,"2024-07-25","2024-07","contratacion","Contratación Operario Prensa","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Andrea Fernández como Operario Prensa en Estampado",NULL,"30.0","150000.00","Estampado","Operario Prensa",0
8584,1634,"2024-07-26","2024-07","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Andrea Fernández",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8585,1635,"2024-08-25","2024-08","contratacion","Contratación Operario Prensa","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Daniel Alvarez como Operario Prensa en Estampado",NULL,"31.0","150000.00","Estampado","Operario Prensa",0
8586,1635,"2024-08-26","2024-08","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Daniel Alvarez",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8587,1636,"2024-09-20","2024-09","contratacion","Contratación Operario Prensa","info",0,NULL,"Rotativo","09:00:00","Nueva contratación: Laura Jiménez como Operario Prensa en Estampado",NULL,"28.0","150000.00","Estampado","Operario Prensa",0
8588,1636,"2024-09-21","2024-09","onboarding","Proceso de Inducción","info",0,NULL,"Rotativo","08:00:00","Inicio proceso de onboarding para Laura Jiménez",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8589,1637,"2024-10-01","2024-10","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Ricardo Ramos como Inspector de Calidad en Calidad",NULL,"45.0","150000.00","Calidad","Inspector de Calidad",0
8590,1637,"2024-10-02","2024-10","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Ricardo Ramos",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8591,1638,"2024-10-10","2024-10","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Andrea Ortiz como Inspector de Calidad en Calidad",NULL,"41.0","150000.00","Calidad","Inspector de Calidad",0
8592,1638,"2024-10-11","2024-10","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Andrea Ortiz",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8593,1639,"2024-10-20","2024-10","contratacion","Contratación Analista de Calidad","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Diego Vargas como Analista de Calidad en Calidad",NULL,"53.0","150000.00","Calidad","Analista de Calidad",0
8594,1639,"2024-10-21","2024-10","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Diego Vargas",NULL,"0.0","50000.00","Calidad","Analista de Calidad",0
8595,1640,"2024-11-01","2024-11","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Noche","09:00:00","Nueva contratación: Rosa Núñez como Inspector de Calidad en Calidad",NULL,"37.0","150000.00","Calidad","Inspector de Calidad",0
8596,1640,"2024-11-02","2024-11","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Rosa Núñez",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8597,1641,"2024-11-10","2024-11","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Rotativo","09:00:00","Nueva contratación: Luis Herrera como Inspector de Calidad en Calidad",NULL,"38.0","150000.00","Calidad","Inspector de Calidad",0
8598,1641,"2024-11-11","2024-11","onboarding","Proceso de Inducción","info",0,NULL,"Rotativo","08:00:00","Inicio proceso de onboarding para Luis Herrera",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8599,1642,"2024-12-01","2024-12","contratacion","Contratación Inspector de Calidad","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Carmen Torres como Inspector de Calidad en Calidad",NULL,"35.0","150000.00","Calidad","Inspector de Calidad",0
8600,1642,"2024-12-02","2024-12","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Carmen Torres",NULL,"0.0","50000.00","Calidad","Inspector de Calidad",0
8601,1643,"2024-10-15","2024-10","contratacion","Contratación Soldador Junior","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Juan Alvarez como Soldador Junior en Ensamble",NULL,"59.0","150000.00","Ensamble","Soldador Junior",0
8602,1643,"2024-10-16","2024-10","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Juan Alvarez",NULL,"0.0","50000.00","Ensamble","Soldador Junior",0
8603,1644,"2024-11-05","2024-11","contratacion","Contratación Soldador Junior","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Pedro Herrera como Soldador Junior en Ensamble",NULL,"52.0","150000.00","Ensamble","Soldador Junior",0
8604,1644,"2024-11-06","2024-11","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Pedro Herrera",NULL,"0.0","50000.00","Ensamble","Soldador Junior",0
8605,1645,"2024-11-15","2024-11","contratacion","Contratación Soldador Junior","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Daniela Ramos como Soldador Junior en Ensamble",NULL,"48.0","150000.00","Ensamble","Soldador Junior",0
8606,1645,"2024-11-16","2024-11","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Daniela Ramos",NULL,"0.0","50000.00","Ensamble","Soldador Junior",0
8607,1646,"2024-12-10","2024-12","contratacion","Contratación Soldador Junior","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Pablo Torres como Soldador Junior en Ensamble",NULL,"57.0","150000.00","Ensamble","Soldador Junior",0
8608,1646,"2024-12-11","2024-12","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Pablo Torres",NULL,"0.0","50000.00","Ensamble","Soldador Junior",0
8609,1647,"2024-10-25","2024-10","contratacion","Contratación Operario Ensamble","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Sandra González como Operario Ensamble en Ensamble",NULL,"26.0","150000.00","Ensamble","Operario Ensamble",0
8610,1647,"2024-10-26","2024-10","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Sandra González",NULL,"0.0","50000.00","Ensamble","Operario Ensamble",0
8611,1648,"2024-11-20","2024-11","contratacion","Contratación Operario Ensamble","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Fernando López como Operario Ensamble en Ensamble",NULL,"34.0","150000.00","Ensamble","Operario Ensamble",0
8612,1648,"2024-11-21","2024-11","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Fernando López",NULL,"0.0","50000.00","Ensamble","Operario Ensamble",0
8613,1649,"2024-12-15","2024-12","contratacion","Contratación Operario Ensamble","info",0,NULL,"Noche","09:00:00","Nueva contratación: Carlos Moreno como Operario Ensamble en Ensamble",NULL,"34.0","150000.00","Ensamble","Operario Ensamble",0
8614,1649,"2024-12-16","2024-12","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Carlos Moreno",NULL,"0.0","50000.00","Ensamble","Operario Ensamble",0
8615,1650,"2025-01-10","2025-01","contratacion","Contratación Electricista Industrial","info",0,NULL,"Rotativo","09:00:00","Nueva contratación: Miguel Rodríguez como Electricista Industrial en Mantenimiento Eléctrico",NULL,"106.0","150000.00","Mantenimiento Eléctrico","Electricista Industrial",0
8616,1650,"2025-01-11","2025-01","onboarding","Proceso de Inducción","info",0,NULL,"Rotativo","08:00:00","Inicio proceso de onboarding para Miguel Rodríguez",NULL,"0.0","50000.00","Mantenimiento Eléctrico","Electricista Industrial",0
8617,1651,"2025-01-20","2025-01","contratacion","Contratación Electricista Industrial","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Andrés Rodríguez como Electricista Industrial en Mantenimiento Eléctrico",NULL,"135.0","150000.00","Mantenimiento Eléctrico","Electricista Industrial",0
8618,1651,"2025-01-21","2025-01","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Andrés Rodríguez",NULL,"0.0","50000.00","Mantenimiento Eléctrico","Electricista Industrial",0
8619,1652,"2025-02-15","2025-02","contratacion","Contratación Técnico Eléctrico","info",0,NULL,"Tarde","09:00:00","Nueva contratación: María López como Técnico Eléctrico en Mantenimiento Eléctrico",NULL,"90.0","150000.00","Mantenimiento Eléctrico","Técnico Eléctrico",0
8620,1652,"2025-02-16","2025-02","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para María López",NULL,"0.0","50000.00","Mantenimiento Eléctrico","Técnico Eléctrico",0
8621,1653,"2025-01-05","2025-01","contratacion","Contratación Operario Prensa","info",0,NULL,"Noche","09:00:00","Nueva contratación: Diego Núñez como Operario Prensa en Estampado",NULL,"32.0","150000.00","Estampado","Operario Prensa",0
8622,1653,"2025-01-06","2025-01","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Diego Núñez",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8623,1654,"2025-01-15","2025-01","contratacion","Contratación Operario Ensamble","info",0,NULL,"Noche","09:00:00","Nueva contratación: Luis Pérez como Operario Ensamble en Ensamble",NULL,"29.0","150000.00","Ensamble","Operario Ensamble",0
8624,1654,"2025-01-16","2025-01","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Luis Pérez",NULL,"0.0","50000.00","Ensamble","Operario Ensamble",0
8625,1655,"2025-02-01","2025-02","contratacion","Contratación Operario Pintura","info",0,NULL,"Noche","09:00:00","Nueva contratación: Lucía Ruiz como Operario Pintura en Pintura",NULL,"26.0","150000.00","Pintura","Operario Pintura",0
8626,1655,"2025-02-02","2025-02","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Lucía Ruiz",NULL,"0.0","50000.00","Pintura","Operario Pintura",0
8627,1656,"2025-02-10","2025-02","contratacion","Contratación Operario Prensa","info",0,NULL,"Noche","09:00:00","Nueva contratación: Andrés Núñez como Operario Prensa en Estampado",NULL,"28.0","150000.00","Estampado","Operario Prensa",0
8628,1656,"2025-02-11","2025-02","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Andrés Núñez",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8629,1657,"2025-03-01","2025-03","contratacion","Contratación Operario Ensamble","info",0,NULL,"Noche","09:00:00","Nueva contratación: Juan González como Operario Ensamble en Ensamble",NULL,"32.0","150000.00","Ensamble","Operario Ensamble",0
8630,1657,"2025-03-02","2025-03","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Juan González",NULL,"0.0","50000.00","Ensamble","Operario Ensamble",0
8631,1658,"2025-03-10","2025-03","contratacion","Contratación Operario Prensa","info",0,NULL,"Noche","09:00:00","Nueva contratación: Laura Martínez como Operario Prensa en Estampado",NULL,"30.0","150000.00","Estampado","Operario Prensa",0
8632,1658,"2025-03-11","2025-03","onboarding","Proceso de Inducción","info",0,NULL,"Noche","08:00:00","Inicio proceso de onboarding para Laura Martínez",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8633,1659,"2025-01-25","2025-01","contratacion","Contratación Operario Prensa","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Pablo Ortiz como Operario Prensa en Estampado",NULL,"30.0","150000.00","Estampado","Operario Prensa",0
8634,1659,"2025-01-26","2025-01","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Pablo Ortiz",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8635,1660,"2025-02-05","2025-02","contratacion","Contratación Operario Prensa","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Ana Ruiz como Operario Prensa en Estampado",NULL,"28.0","150000.00","Estampado","Operario Prensa",0
8636,1660,"2025-02-06","2025-02","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Ana Ruiz",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8637,1661,"2025-02-20","2025-02","contratacion","Contratación Operario Prensa","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Pablo Pérez como Operario Prensa en Estampado",NULL,"27.0","150000.00","Estampado","Operario Prensa",0
8638,1661,"2025-02-21","2025-02","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Pablo Pérez",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8639,1662,"2025-03-05","2025-03","contratacion","Contratación Operario Prensa","info",0,NULL,"Tarde","09:00:00","Nueva contratación: Lucía Núñez como Operario Prensa en Estampado",NULL,"35.0","150000.00","Estampado","Operario Prensa",0
8640,1662,"2025-03-06","2025-03","onboarding","Proceso de Inducción","info",0,NULL,"Tarde","08:00:00","Inicio proceso de onboarding para Lucía Núñez",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8641,1663,"2025-03-15","2025-03","contratacion","Contratación Operario Prensa","info",0,NULL,"Rotativo","09:00:00","Nueva contratación: Ricardo Ruiz como Operario Prensa en Estampado",NULL,"34.0","150000.00","Estampado","Operario Prensa",0
8642,1663,"2025-03-16","2025-03","onboarding","Proceso de Inducción","info",0,NULL,"Rotativo","08:00:00","Inicio proceso de onboarding para Ricardo Ruiz",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
8643,1664,"2025-03-20","2025-03","contratacion","Contratación Operario Prensa","info",0,NULL,"Mañana","09:00:00","Nueva contratación: Beatriz Ortiz como Operario Prensa en Estampado",NULL,"30.0","150000.00","Estampado","Operario Prensa",0
8644,1664,"2025-03-21","2025-03","onboarding","Proceso de Inducción","info",0,NULL,"Mañana","08:00:00","Inicio proceso de onboarding para Beatriz Ortiz",NULL,"0.0","50000.00","Estampado","Operario Prensa",0
